Length,Base_Prime,Initial_PSL,Optimized_PSL,Improvement
2,2,0,0,0
3,3,1,1,0
4,5,4,0,4
5,5,3,1,2
6,7,2,2,0
7,7,1,1,0
8,11,4,4,0
9,11,3,3,0
12,13,4,4,0
13,13,3,3,0
14,17,6,2,4
15,17,5,3,2
16,17,8,4,4
